lon,lat
-76.398562,-0.679832
-76.399388,-0.679365
-76.401721,-0.679315
-76.402603,-0.679683
-76.40251,-0.680883
-76.402302,-0.681962
-76.401325,-0.682217
-76.400413,-0.682105
-76.400012,-0.68209
-76.399544,-0.683484
-76.400019,-0.683917
-76.400621,-0.684394
-76.401598,-0.684153
-76.402996,-0.683832
-76.40278,-0.683283
-76.402646,-0.682679
