lon,lat
-80.15120502,-0.085844016
-80.15123502,-0.08653502
-80.15126402,-0.087404978
-80.151188,-0.089077
-80.14971396,-0.086278031
-80.14983701,-0.085559031
-80.14983902,-0.084477011
-80.15009098,-0.082997018
