lon,lat
-78.604892,1.013255
-78.605439,1.013591
-78.605357,1.014781
-78.60632,1.01511
-78.60925,1.010092
-78.610063,1.00904
-78.609192,1.008795
-78.608079,1.00943
-78.60702,1.009412
-78.609908,1.006813
-78.611142,1.007737
-78.612129,1.008363
-78.610496,1.007675
