lon,lat
-76.399239,-0.679348
-76.400139,-0.679537
-76.402077,-0.679559
-76.40281,-0.679645
-76.402334,-0.681243
-76.40189,-0.682062
-76.400874,-0.682333
-76.400331,-0.682097
-76.39954,-0.68226
-76.399667,-0.683797
-76.400301,-0.684238
-76.401047,-0.68409
-76.401987,-0.684315
-76.402848,-0.683503
-76.402634,-0.682995
-76.402526,-0.682208
