lon,lat
-79.19733999,0.478837006
-79.19687798,0.479171025
-79.19654204,0.47877104
-79.19599302,0.47856099
-79.19773503,0.476535
-79.197342,0.475849025
-79.19792497,0.475837039
-79.19815002,0.475493968
