lon,lat
-79.903861,-4.372161962
-79.90408598,-4.372243015
-79.90485401,-4.372142013
-79.90566404,-4.372838968
-79.90156604,-4.369281018
-79.90113496,-4.368613986
-79.90050397,-4.368574005
-79.899862,-4.367373968
