lon,lat
-77.595785,-0.68248
-77.597474,-0.681472
-77.599444,-0.680011
-77.602375,-0.676816
-77.602914,-0.675772
-77.602628,-0.674785
-77.602354,-0.673808
-77.601907,-0.672819
-77.601632,-0.67158
-77.600899,-0.670853
-77.600049,-0.670626
-77.598723,-0.67269
-77.597671,-0.673336
-77.597827,-0.674362
-77.596944,-0.674959
-77.597666,-0.675971
