distance,carrion_c,carrion_u,distancef,fruit_c,fruit_u
94.18805427,0.913725307,0.9548871,76.4802164,0.918969023,0.987095699
184.898063,0.624193732,1,172.7271609,0.837122778,0.839194972
302.503773,0.702930674,0.843064455,357.4898937,0.880227301,0.990766689
347.4670504,0.501456062,0.390395863,172.7824233,0.902517841,0.531881012
172.6193494,0.601398,0.382537906,155.5121695,0.923118598,0.14057076
188.9551998,0.762752378,0.509140656,214.4083556,0.887508038,0.506446072
244.2925602,0.517054816,0.634499422,338.3512371,0.807810161,0.07827683
95.83708639,0.91002615,1,96.24913235,0.655112305,0.899032048
209.6071188,0.805580503,0.636538857,281.1263361,0.749821596,0.946230801
260.6306591,0.678839321,0.259060378,171.6913375,0.81975197,0.725602493
164.0957234,0.81167742,0.270570259,189.38293,0.989791695,0.202850038
232.8527453,0.856672667,0.344355484,275.5623092,0.815770317,0.50732891
311.4093717,0.686984974,0.420324451,411.4192948,0.757005398,0.16196823
119.8273192,0.825426945,0.711687537,185.0761987,0.972780114,0.722118348
217.2164868,0.854385467,0.277961408,212.8428426,0.614624179,0.827453956
235.4199068,0.929700139,0.276083946,258.6448815,0.815121945,0.210269865
322.4269905,0.767241482,0.383671884,360.5310602,0.983862979,0.240338592
405.7951882,0.842171479,0.463226794,504.5961325,0.856775235,0.098092643
160.30103,0.897717966,0.855556554,350.3024191,0.835299378,0.471218115
311.9700196,0.903234841,0.825341332,417.0565096,0.934796356,0.1536694
415.9389398,0.97485941,0.959589314,530.3446319,0.920979866,0.730225989
507.519671,0.91297578,0.87162019,683.2909522,0.752670723,0.090829234
268.8123106,1,0.984096404,80.67430273,0.862198096,0.462520822
384.2429706,0.857246269,0.97868331,199.6324976,0.706072628,0.551515152
484.2737811,0.967854344,0.752267895,365.2151822,0.741156504,0.574705705
115.440183,0.920150638,0.981020408,119.6437898,0.998755609,0.502013423
215.4898283,1,0.659132312,284.6999634,0.913081159,0.687782805
100.2208965,0.820558905,0.795604612,166.0353539,0.966962979,0.803073967
