lon,lat
-77.596513,-0.682369
-77.598381,-0.680848
-77.601719,-0.676942
-77.602795,-0.676491
-77.602741,-0.675415
-77.602549,-0.674154
-77.602339,-0.673015
-77.601688,-0.67229
-77.601356,-0.67111
-77.600571,-0.670477
-77.598513,-0.672286
-77.598221,-0.672982
-77.597435,-0.673731
-77.597256,-0.674177
-77.597375,-0.675556
-77.598156,-0.67608
