lon,lat
-80.15130602,-0.085437996
-80.15116001,-0.086277025
-80.15140803,-0.087107001
-80.15120904,-0.088172005
-80.14976903,-0.088173011
-80.14978504,-0.085742008
-80.14977599,-0.084698042
-80.14984002,-0.08379397
