lon,lat
-79.19720102,0.479052002
-79.19684504,0.478945971
-79.19621598,0.47878596
-79.19580996,0.47847298
-79.19800702,0.476054968
-79.19775297,0.475675017
-79.19825697,0.475670993
-79.19802404,0.47527696
